Case No,Department
VKB-02472,Agriculture - KM
VKB-02473,Insurance
VKB-02474,Rural Development
VKB-02475,Agriculture - KM
VKB-02476,Revenue
VKB-02477,Agriculture - KM
VKB-02478,Agriculture - KM
VKB-02479,Agriculture - KM
VKB-02480,Agriculture - KM
VKB-02481,Agriculture - KM
VKB-02483,Agriculture - KM
VKB-02484,Agriculture - KM
VKB-02485,Agriculture - KM
VKB-02486,Agriculture - KM
VKB-02487,Agriculture - KM
VKB-02488,Agriculture - KM
VKB-02490,Revenue
VKB-02491,Agriculture - KM
VKB-02492,Agriculture - KM
VKB-02493,Agriculture - KM
VKB-02494,Agriculture - KM
VKB-02496,Horticulture
VKB-02495,Agriculture - KM
VKB-02497,Agriculture - KM
VKB-02499,Agriculture - KM
VKB-02500,Horticulture
VKB-02501,Agriculture - KM
VKB-02502,Agriculture - KM
VKB-02503,Agriculture - KM
VKB-02504,Agriculture - KM
VKB-02505,Marketing
VKB-02506,Agriculture - KM
VKB-02507,Agriculture - KM
VKB-02508,Agriculture - KM
VKB-02509,Agriculture - KM
VKB-02510,Agriculture - KM
VKB-02511,Agriculture - KM
VKB-02513,Agriculture - KM
VKB-02512,Agriculture - KM
VKB-02514,Agriculture - KM
VKB-02515,Agriculture - KM
VKB-02516,Agriculture - KM
VKB-02517,Agriculture - KM
VKB-02518,Agriculture - KM
VKB-02519,Agriculture - KM
VKB-02520,Agriculture - KM
VKB-02521,Agriculture - KM
VKB-02522,Agriculture - KM
VKB-02523,Agriculture - KM
VKB-02524,Agriculture - KM
VKB-02525,Agriculture - KM
VKB-02526,Agriculture - KM
VKB-02527,Agriculture - KM
VKB-02528,Agriculture - KM
VKB-02529,Agriculture - KM
VKB-02530,Agriculture - KM
VKB-02531,Agriculture - KM
VKB-02532,Agriculture - KM
VKB-02533,Agriculture - KM
VKB-02534,Agriculture - KM
VKB-02535,Agriculture - KM
VKB-02536,Agriculture - KM
VKB-02537,Agriculture - KM
VKB-02538,Agriculture - KM
VKB-02540,Agriculture - KM
VKB-02542,Agriculture - KM
VKB-02543,Agriculture - KM
VKB-02544,Agriculture - KM
VKB-02545,Agriculture - KM
VKB-02546,Revenue
VKB-02547,Agriculture - KM
VKB-02548,Agriculture - KM
VKB-02549,Agriculture - KM
VKB-02550,Horticulture
VKB-02551,Agriculture - KM
VKB-02552,Agriculture - KM
VKB-02553,Agriculture - KM
VKB-02554,Agriculture - KM
VKB-02555,Agriculture - KM
VKB-02556,Agriculture - KM
VKB-02557,Agriculture - KM
VKB-02558,Agriculture - KM
VKB-02559,Agriculture - KM
VKB-02560,Agriculture - KM
VKB-02561,Agriculture - KM
VKB-02562,Agriculture - KM
VKB-02563,Agriculture - KM
VKB-02564,Agriculture - KM
VKB-02565,Agriculture - KM
VKB-02566,Agriculture - KM
VKB-02567,Agriculture - KM
VKB-02569,Agriculture - KM
VKB-02570,Agriculture - KM
VKB-02571,Agriculture - KM
VKB-02572,Agriculture - KM
VKB-02573,Agriculture - KM
VKB-02574,Agriculture - KM
VKB-02575,Revenue
VKB-02576,Agriculture - KM
VKB-02577,Agriculture - KM
VKB-02578,Agriculture - KM
VKB-02579,Agriculture - KM
VKB-02580,Agriculture - KM
VKB-02581,Agriculture - KM
VKB-02582,Agriculture - KM
VKB-02583,Agriculture - KM
VKB-02585,Agriculture - KM
VKB-02586,Marketing
VKB-02587,Horticulture
VKB-02588,Agriculture - KM
VKB-02589,Agriculture - KM
VKB-02590,Agriculture - KM
VKB-02591,Agriculture - KM
VKB-02593,Agriculture - KM
VKB-02594,Agriculture - KM
VKB-02595,Agriculture - KM
VKB-02596,Agriculture - KM
VKB-02597,Agriculture - KM
VKB-02598,Agriculture - KM
VKB-02599,Agriculture - KM
VKB-02600,Agriculture - KM
VKB-02601,Agriculture - KM
VKB-02603,Agriculture - KM
VKB-02602,Agriculture - KM
VKB-02604,Agriculture - KM
VKB-02605,Agriculture - KM
VKB-02606,Agriculture - KM
VKB-02607,Agriculture - KM
VKB-02608,Agriculture - KM
VKB-02609,Agriculture - KM
VKB-02610,Agriculture - KM
VKB-02611,Agriculture - KM
VKB-02612,Agriculture - KM
VKB-02613,Agriculture - KM
VKB-02614,Agriculture - KM
VKB-02617,Agriculture - KM
VKB-02615,Agriculture - KM
VKB-02618,Agriculture - KM
VKB-02620,Agriculture - KM
VKB-02621,Agriculture - KM
VKB-02622,Agriculture - KM
VKB-02623,Agriculture - KM
VKB-02625,Agriculture - KM
VKB-02626,Agriculture - KM
VKB-02627,Agriculture - KM
VKB-02628,Agriculture - KM
VKB-02629,Horticulture
VKB-02629,Agriculture - KM
VKB-02630,Agriculture - KM
VKB-02631,Agriculture - KM
VKB-02632,Revenue
VKB-02633,Agriculture - KM
VKB-02634,Agriculture - KM
VKB-02635,Revenue
VKB-02636,Agriculture - KM
VKB-02637,Agriculture - KM
VKB-02638,Agriculture - KM
VKB-02639,Agriculture - KM
VKB-02640,Agriculture - KM
VKB-02641,Agriculture - KM
VKB-02642,Agriculture - KM
VKB-02643,Agriculture - KM
VKB-02644,Agriculture - KM
VKB-02645,Agriculture - KM
VKB-02646,Agriculture - KM
VKB-02647,Agriculture - KM
VKB-02648,Agriculture - KM
VKB-02649,Agriculture - KM
VKB-02650,Agriculture - KM
VKB-02651,Agriculture - KM
VKB-02653,Agriculture - KM
VKB-02654,Agriculture - KM
VKB-02655,Agriculture - KM
VKB-02656,Agriculture - KM
VKB-02657,Agriculture - KM
VKB-02658,Agriculture - KM
VKB-02659,Agriculture - KM
VKB-02660,Agriculture - KM
VKB-02661,Agriculture - KM
VKB-02663,Agriculture - KM
VKB-02664,Agriculture - KM
VKB-02665,Agriculture - KM
VKB-02666,Agriculture - KM
VKB-02667,BC Corporation
VKB-02668,Agriculture - KM
VKB-02669,Rural Development
VKB-02670,Agriculture - KM
VKB-02671,Agriculture - KM
VKB-02672,Agriculture - KM
VKB-02673,Agriculture - KM
VKB-02674,Agriculture - KM
VKB-02675,Forest
VKB-02676,Agriculture - KM
VKB-02677,Agriculture - KM
VKB-02678,Agriculture - KM
VKB-02679,Agriculture - KM
VKB-02680,Agriculture - KM
VKB-02681,Agriculture - KM
VKB-02682,Agriculture - KM
VKB-02683,Agriculture - KM
VKB-02684,Agriculture - KM
VKB-02685,Agriculture - KM
VKB-02686,Agriculture - KM
VKB-02687,Agriculture - KM
VKB-02688,Agriculture - KM
VKB-02689,Agriculture - KM
VKB-02690,Agriculture - KM
VKB-02691,Agriculture - KM
VKB-02692,Agriculture - KM
VKB-02693,Agriculture - KM
VKB-02694,Agriculture - KM
VKB-02695,Agriculture - KM
VKB-02696,Agriculture - KM
VKB-02697,Agriculture - KM
VKB-02698,Agriculture - KM
VKB-02700,Agriculture - KM
VKB-02699,Agriculture - KM
VKB-02701,Agriculture - KM
VKB-02703,Agriculture - KM
VKB-02704,Agriculture - KM
VKB-02705,Agriculture - KM
VKB-02706,Agriculture - KM
VKB-02708,Agriculture - KM
VKB-02709,Agriculture - KM
VKB-02710,Electricity
VKB-02711,Agriculture - KM
VKB-02712,Agriculture - KM
VKB-02713,Agriculture - KM
VKB-02714,Agriculture - KM
VKB-02715,Agriculture - KM
VKB-02716,Electricity
VKB-02717,Agriculture - KM
VKB-02718,Agriculture - KM
VKB-02719,Rural Development
VKB-02720,Agriculture - KM
VKB-02721,Agriculture - KM
VKB-02722,Agriculture - KM
VKB-02724,Agriculture - KM
VKB-02725,Marketing
VKB-02726,Agriculture - KM
VKB-02727,Agriculture - KM
VKB-02728,Agriculture - KM
VKB-02729,Agriculture - KM
VKB-02731,Agriculture - KM
VKB-02732,Agriculture - KM
VKB-02733,Agriculture - KM
VKB-02734,Agriculture - KM
VKB-02735,Agriculture - KM
VKB-02736,Agriculture - KM
VKB-02736,Horticulture
VKB-02737,Horticulture
VKB-02738,Agriculture - KM
VKB-02740,Agriculture - KM
VKB-02739,Agriculture - KM
VKB-02741,Agriculture - KM
VKB-02742,Agriculture - KM
VKB-02743,Agriculture - KM
VKB-02744,Agriculture - KM
VKB-02745,Agriculture - KM
VKB-02746,Agriculture - KM
VKB-02747,Horticulture
VKB-02748,Agriculture - KM
VKB-02749,Agriculture - KM
VKB-02751,Horticulture
VKB-02752,Agriculture - KM
VKB-02753,Horticulture
VKB-02754,Agriculture - KM
VKB-02755,Agriculture - KM
VKB-02756,Horticulture
VKB-02757,Agriculture - KM
VKB-02758,Agriculture - KM
VKB-02759,Horticulture
VKB-02760,Agriculture - KM
VKB-02761,Agriculture - KM
VKB-02762,Agriculture - KM
VKB-02763,Agriculture - KM
VKB-02766,Insurance
VKB-02765,Agriculture - KM
VKB-02767,Agriculture - KM
VKB-02768,Agriculture - KM
VKB-02769,Revenue
VKB-02770,Agriculture - KM
VKB-02772,Agriculture - KM
VKB-02773,Agriculture - KM
VKB-02774,Agriculture - KM
VKB-02776,Agriculture - KM
VKB-02777,Agriculture - KM
VKB-02778,Agriculture - KM
VKB-02779,Agriculture - KM
VKB-02780,Agriculture - KM
VKB-02782,Agriculture - KM
VKB-02783,Agriculture - KM
VKB-02784,Horticulture
VKB-02785,Electricity
VKB-02786,Electricity
VKB-02788,Agriculture - KM
VKB-02789,Agriculture - KM
VKB-02790,Agriculture - KM
VKB-02791,Agriculture - KM
VKB-02792,Agriculture - KM
VKB-02793,Agriculture - KM
VKB-02794,Agriculture - KM
VKB-02795,Agriculture - KM
VKB-02796,Electricity
VKB-02799,Agriculture - KM
VKB-02800,Agriculture - KM
VKB-02801,Agriculture - KM
VKB-02802,Agriculture - KM
VKB-02803,Agriculture - KM
VKB-02804,Horticulture
VKB-02805,Agriculture - KM
VKB-02806,Agriculture - KM
VKB-02808,Agriculture - KM
VKB-02809,Agriculture - KM
VKB-02811,Insurance
VKB-02810,Agriculture - KM
VKB-02812,Agriculture - KM
VKB-02813,Agriculture - KM
VKB-02814,Agriculture - KM
VKB-02815,Rural Development
VKB-02816,Revenue
VKB-02817,Rural Development
VKB-02818,Insurance
VKB-02819,Insurance
VKB-02820,Electricity
VKB-02821,Agriculture - KM
VKB-02822,Revenue
VKB-02823,Revenue
VKB-02824,Horticulture
VKB-02825,Agriculture - KM
VKB-02826,Agriculture - KM
VKB-02827,Agriculture - KM
VKB-02828,Insurance
VKB-02829,Revenue
VKB-02830,Insurance
VKB-02831,Marketing
VKB-02832,Agriculture - KM
VKB-02833,Insurance
VKB-02834,Insurance
VKB-02835,Agriculture - KM
VKB-02836,Agriculture - KM
VKB-02837,Agriculture - KM
VKB-02838,Agriculture - KM
VKB-02839,Agriculture - KM
VKB-02840,Agriculture - KM
VKB-02841,Agriculture - KM
VKB-02842,Agriculture - KM
VKB-02843,Agriculture - KM
VKB-02844,Agriculture - KM
VKB-02845,Agriculture - KM
VKB-02846,Agriculture - KM
VKB-02847,Agriculture - KM
VKB-02848,Agriculture - KM
VKB-02849,Agriculture - KM
VKB-02850,Agriculture - KM
VKB-02851,Agriculture - KM
VKB-02852,Horticulture
VKB-02853,Agriculture - KM
VKB-02854,Agriculture - KM
VKB-02855,Revenue
VKB-02856,Agriculture - KM
VKB-02857,Agriculture - KM
VKB-02858,Agriculture - KM
VKB-02859,Agriculture - KM
VKB-02860,Agriculture - KM
VKB-02861,Agriculture - KM
VKB-02863,Agriculture - KM
VKB-02864,Agriculture - KM
VKB-02867,Agriculture - KM
VKB-02868,Electricity
VKB-02869,Revenue
VKB-02870,Agriculture - KM
VKB-02871,Agriculture - KM
VKB-02872,Agriculture - KM
VKB-02873,Agriculture - KM
VKB-02874,Revenue
VKB-02875,Revenue
VKB-02876,Agriculture - KM
VKB-02877,Agriculture - KM
VKB-02878,Agriculture - KM
VKB-02879,Agriculture - KM
VKB-02880,Agriculture - KM
VKB-02881,Agriculture - KM
VKB-02882,Agriculture - KM
VKB-02883,Agriculture - KM
VKB-02884,Agriculture - KM
VKB-02885,Department not mapped
VKB-02887,Agriculture - KM
VKB-02889,Agriculture - KM
VKB-02890,Agriculture - KM
VKB-02891,Agriculture - KM
VKB-02892,Agriculture - KM
VKB-02893,Agriculture - KM
VKB-02894,Revenue
VKB-02895,Agriculture - KM
VKB-02896,Agriculture - KM
VKB-02897,Department not mapped
VKB-02898,Revenue
VKB-02899,Revenue
VKB-02900,Agriculture - KM
VKB-02901,Agriculture - KM
VKB-02902,Revenue
VKB-02903,Revenue
VKB-02903,Forest
VKB-02904,Revenue
VKB-02905,Revenue
VKB-02906,Revenue
VKB-02907,Revenue
VKB-02907,Forest
VKB-02909,Agriculture - KM
VKB-02911,Agriculture - KM
VKB-02910,Agriculture - KM
VKB-02912,Agriculture - KM
VKB-02913,Animal Husbandary & Veternary
VKB-02914,Horticulture
VKB-02916,Agriculture - KM
VKB-02917,Revenue
VKB-02918,Revenue
VKB-02919,Agriculture - KM
VKB-02920,Agriculture - KM
VKB-02921,Agriculture - KM
VKB-02922,Horticulture
VKB-02924,Agriculture - KM
VKB-02925,Agriculture - KM
VKB-02926,Revenue
VKB-02928,Agriculture - KM
VKB-02929,Revenue
VKB-02930,Electricity
VKB-02931,Agriculture - KM
VKB-02932,Horticulture
VKB-02933,Marketing
VKB-02934,Agriculture - KM
VKB-02935,Agriculture - KM
VKB-02936,Agriculture - KM
VKB-02937,Agriculture - KM
VKB-02938,Revenue
VKB-02939,Electricity
VKB-02940,Horticulture
VKB-02941,Agriculture - KM
VKB-02942,Agriculture - KM
VKB-02943,Agriculture - KM
VKB-02944,Revenue
VKB-02945,Marketing
VKB-02946,Banking
VKB-02947,Electricity
VKB-02949,Electricity
VKB-02950,Horticulture
VKB-02951,Revenue
VKB-02952,Electricity
VKB-02956,Agriculture - KM
VKB-02957,Marketing
VKB-02958,Revenue
VKB-02959,Banking
VKB-02961,Agriculture - KM
VKB-02962,Horticulture
VKB-02963,Revenue
VKB-02967,Electricity
VKB-02968,Agriculture - KM
VKB-02969,Electricity
VKB-02971,Electricity
VKB-02972,Marketing
VKB-02974,Revenue
VKB-02975,Agriculture - KM
VKB-02977,Revenue
VKB-02978,Electricity
VKB-02979,Horticulture
VKB-02980,Revenue
VKB-02981,Revenue
VKB-02982,Animal Husbandary & Veternary
VKB-02983,Revenue
VKB-02984,Revenue
VKB-02985,Horticulture
VKB-02986,Agriculture - KM
VKB-02987,Agriculture - KM
VKB-02988,Agriculture - KM
VKB-02989,Banking
VKB-02990,Rural Development
VKB-02991,Revenue
VKB-02992,Horticulture
VKB-02993,Revenue
VKB-02994,Rural Development
VKB-02996,Revenue
VKB-02997,Horticulture
VKB-02998,Agriculture - KM
VKB-02999,Revenue
VKB-03000,Revenue
VKB-03001,Horticulture
VKB-03002,Electricity
VKB-03003,Insurance
VKB-03004,Agriculture - KM
VKB-03005,Others
VKB-03006,Banking
VKB-03007,Revenue
VKB-03009,Horticulture
VKB-03008,Electricity
VKB-03010,Revenue
VKB-03011,Agriculture - KM
VKB-03012,Revenue
VKB-03013,Rural Development
VKB-03014,Agriculture - KM
VKB-03015,Agriculture - KM
VKB-03016,Electricity
VKB-03017,Marketing
VKB-03018,Agriculture - KM
VKB-03019,Department not mapped
VKB-03020,Marketing
VKB-03021,Agriculture - KM
VKB-03022,Agriculture - KM
VKB-03023,Revenue
VKB-03026,Revenue
VKB-03027,Agriculture - KM
VKB-03028,Revenue
VKB-03029,Agriculture - KM
VKB-03030,Revenue
VKB-03031,Agriculture - KM
VKB-03032,Agriculture - KM
VKB-03033,Agriculture - KM
VKB-03034,Marketing
VKB-03035,Revenue
VKB-03036,Revenue
VKB-03039,Revenue
VKB-03040,Rural Development
VKB-03042,Revenue
VKB-03043,Department not mapped
VKB-03044,Revenue
VKB-03047,Revenue
VKB-03048,Horticulture
VKB-03049,Agriculture - KM
VKB-03050,Revenue
VKB-03051,Agriculture - KM
VKB-03052,Forest
VKB-03053,Agriculture - KM
VKB-03054,Horticulture
VKB-03055,Rural Development
VKB-03057,Marketing
VKB-03059,Revenue
VKB-03060,Rural Development
VKB-03062,SC Corporation
VKB-03063,Agriculture - KM
VKB-03064,Marketing
VKB-03065,Agriculture - KM
VKB-03066,Agriculture - KM
VKB-03067,Revenue
VKB-03068,Agriculture - KM
VKB-03070,Marketing
VKB-03071,Agriculture - KM
VKB-03072,Electricity
VKB-03073,Revenue
VKB-03074,Agriculture - KM
VKB-03075,Banking
VKB-03076,Agriculture - KM
VKB-03077,Agriculture - KM
VKB-03078,Agriculture - KM
VKB-03079,Agriculture - KM
VKB-03080,Marketing
VKB-03081,Rural Development
VKB-03082,Agriculture - KM
VKB-03084,Marketing
VKB-03084,Kisan Mitra Help Line
VKB-03085,Agriculture - KM
VKB-03086,Revenue
VKB-03087,Revenue
VKB-03088,Agriculture - KM
VKB-03089,Agriculture - KM
VKB-03090,Horticulture
VKB-03091,Agriculture - KM
VKB-03092,Horticulture
VKB-03093,Agriculture - KM
VKB-03096,Revenue
VKB-03097,Revenue
VKB-03098,Agriculture - KM
VKB-03099,Revenue
VKB-03100,Agriculture - KM
VKB-03101,Rural Development
VKB-03102,Agriculture - KM
VKB-03103,Agriculture - KM
VKB-03104,Revenue
VKB-03105,Revenue
VKB-03106,Agriculture - KM
VKB-03107,Agriculture - KM
VKB-03108,Agriculture - KM
VKB-03110,Electricity
VKB-03111,Agriculture - KM
VKB-03112,Horticulture
VKB-03113,Horticulture
VKB-03116,Agriculture - KM
VKB-03117,Horticulture
VKB-03118,Marketing
VKB-03119,Revenue
VKB-03120,Agriculture - KM
VKB-03121,Agriculture - KM
VKB-03122,Horticulture
VKB-03123,Agriculture - KM
VKB-03124,Animal Husbandary & Veternary
VKB-03125,Agriculture - KM
VKB-03126,Marketing
VKB-03127,Agriculture - KM
VKB-03128,Agriculture - KM
VKB-03129,Revenue
VKB-03130,Forest
VKB-03131,Revenue
VKB-03132,Horticulture
VKB-03133,Rural Development
VKB-03134,Horticulture
VKB-03135,Agriculture - KM
VKB-03136,Revenue
VKB-03137,Agriculture - KM
VKB-03138,Horticulture
VKB-03139,Revenue
VKB-03140,Marketing
VKB-03141,Agriculture - KM
VKB-03142,Revenue
VKB-03143,Agriculture - KM
VKB-03144,Revenue
VKB-03145,Revenue
VKB-03146,Revenue
VKB-03147,Agriculture - KM
VKB-03148,Horticulture
VKB-03149,Marketing
VKB-03150,Revenue
VKB-03151,Revenue
VKB-03152,Revenue
VKB-03153,Banking
VKB-03153,Revenue
VKB-03154,Revenue
VKB-03155,Banking
VKB-03156,Marketing
VKB-03157,Agriculture - KM
VKB-03158,Agriculture - KM
VKB-03159,Agriculture - KM
VKB-03161,Agriculture - KM
VKB-03162,Agriculture - KM
VKB-03163,Revenue
VKB-03165,Marketing
VKB-03165,Revenue
VKB-03166,Agriculture - KM
VKB-03167,Rural Development
VKB-03168,Horticulture
VKB-03170,Agriculture - KM
VKB-03172,Agriculture - KM
VKB-03174,Marketing
VKB-03175,Revenue
VKB-03176,Horticulture
VKB-03177,SC Corporation
VKB-03178,Agriculture - KM
VKB-03180,Revenue
VKB-03181,Horticulture
VKB-03182,Revenue
VKB-03183,Revenue
VKB-03184,Agriculture - KM
VKB-03185,Agriculture - KM
VKB-03186,Agriculture - KM
VKB-03187,Marketing
VKB-03188,Electricity
VKB-03189,Revenue
VKB-03190,Marketing
VKB-03192,Revenue
VKB-03193,Revenue
VKB-03194,Revenue
VKB-03195,Revenue
VKB-03196,Electricity
VKB-03197,Revenue
VKB-03198,Agriculture - KM
VKB-03199,Animal Husbandary & Veternary
VKB-03200,Revenue
VKB-03201,Revenue
VKB-03202,Agriculture - KM
VKB-03203,Animal Husbandary & Veternary
VKB-03204,Agriculture - KM
VKB-03205,Horticulture
VKB-03206,Horticulture
VKB-03207,Agriculture - KM
VKB-03208,Kisan Mitra Help Line
VKB-03209,Agriculture - KM
VKB-03210,Agriculture - KM
VKB-03211,Marketing
VKB-03212,Marketing
VKB-03213,Marketing
VKB-03214,Revenue
VKB-03215,Horticulture
VKB-03216,Banking
VKB-03217,Marketing
VKB-03218,Revenue
VKB-03219,Revenue
VKB-03220,Agriculture - KM
VKB-03221,Horticulture
VKB-03222,Marketing
VKB-03223,Banking
VKB-03223,Agriculture - KM
VKB-03224,Rural Development
VKB-03225,Horticulture
VKB-03226,Agriculture - KM
VKB-03227,Revenue
VKB-03228,Marketing
VKB-03231,Agriculture - KM
KM-03232,Agriculture - KM
KM-03233,Agriculture - KM
KM-03234,Revenue
KM-03235,Marketing
KM-03236,Revenue
KM-03238,Agriculture - KM
KM-03239,Revenue
KM-03240,Horticulture
KM-03241,Revenue
KM-03242,Marketing
KM-03243,Agriculture - KM
KM-03244,Revenue
KM-03245,Agriculture - KM
KM-03247,Agriculture - KM
KM-03248,Insurance
KM-03249,Agriculture - KM
KM-03250,Agriculture - KM
KM-03251,Banking
KM-03252,Revenue
KM-03253,Horticulture
KM-03254,Agriculture - KM
KM-03255,Electricity
KM-03256,Agriculture - KM
KM-03257,Revenue
KM-03258,Agriculture - KM
KM-03259,Agriculture - KM
KM-03260,Marketing
KM-03261,Department not mapped
KM-03262,Marketing
KM-03263,Agriculture - KM
KM-03264,Banking
KM-03265,Department not mapped
KM-03266,Marketing
KM-03267,Horticulture
KM-03268,Horticulture
KM-03269,Agriculture - KM
KM-03270,Agriculture - KM
KM-03271,Marketing
KM-03272,Forest
KM-03273,Agriculture - KM
KM-03274,Agriculture - KM
KM-03276,Agriculture - KM
KM-03277,Agriculture - KM
KM-03278,Marketing
KM-03279,Banking
KM-03280,Horticulture
KM-03281,Agriculture - KM
KM-03282,Agriculture - KM
KM-03283,Agriculture - KM
KM-03284,Animal Husbandary & Veternary
KM-03285,Agriculture - KM
KM-03286,Revenue
KM-03287,Horticulture
KM-03288,Revenue
KM-03289,Marketing
KM-03290,Kisan Mitra Help Line
KM-03291,Agriculture - KM
KM-03292,Rural Development
KM-03293,Agriculture - KM
KM-03294,Banking
KM-03295,Agriculture - KM
KM-03296,Revenue
KM-03297,Agriculture - KM
KM-03298,Agriculture - KM
KM-03298,Rural Development
KM-03299,Horticulture
KM-03300,Electricity
KM-03301,Agriculture - KM
KM-03302,Revenue
KM-03304,Rural Development
KM-03306,Revenue
KM-03307,Revenue
KM-03308,Revenue
KM-03309,Agriculture - KM
KM-03310,Agriculture - KM
KM-03311,Kisan Mitra Help Line
KM-03312,Agriculture - KM
KM-03313,Revenue
KM-03314,Rural Development
KM-03315,Agriculture - KM
KM-03316,Marketing
KM-03317,Rural Development
KM-03318,Agriculture - KM
KM-03319,Agriculture - KM
KM-03320,Revenue
KM-03322,Revenue
KM-03323,Revenue
KM-03324,Rural Development
KM-03325,Revenue
KM-03326,Horticulture
KM-03327,Medical Dept.
KM-03328,Agriculture - KM
KM-03329,Marketing
KM-03330,Agriculture - KM
KM-03331,Revenue
KM-03332,Revenue
KM-03333,Electricity
KM-03334,Marketing
KM-03335,Marketing
KM-03336,Marketing
KM-03337,Marketing
KM-03338,Agriculture - KM
KM-03339,Agriculture - KM
KM-03340,Marketing
KM-03341,Revenue
KM-03342,Revenue
KM-03343,Agriculture - KM
KM-03344,Agriculture - KM
KM-03345,Agriculture - KM
KM-03346,Revenue
KM-03347,Revenue
KM-03348,Revenue
KM-03349,ITDA Department
KM-03350,Rural Development
KM-03351,Revenue
KM-03352,Agriculture - KM
KM-03353,Horticulture
KM-03354,Rural Development
KM-03355,Revenue
KM-03356,Revenue
KM-03357,Revenue
KM-03358,Agriculture - KM
KM-03359,Revenue
KM-03360,Marketing
KM-03364,Agriculture - KM
KM-03365,Revenue
KM-03366,Agriculture - KM
KM-03367,Horticulture
KM-03368,Horticulture
KM-03369,Agriculture - KM
KM-03370,Horticulture
KM-03371,Revenue
KM-03372,Agriculture - KM
KM-03373,Revenue
KM-03374,Revenue
KM-03376,Agriculture - KM
KM-03377,Insurance
KM-03378,Revenue
KM-03379,Marketing
KM-03380,Agriculture - KM
KM-03381,Horticulture
KM-03382,Revenue
KM-03383,Revenue
KM-03384,Electricity
KM-03387,RWS department
KM-03388,Housing
KM-03389,Revenue
KM-03390,ITDA Department
KM-03392,Revenue
KM-03393,Agriculture - KM
KM-03395,Agriculture - KM
KM-03396,Rural Development
KM-03397,SC Corporation
KM-03398,Agriculture - KM
KM-03399,Revenue
KM-03400,Revenue
KM-03402,Horticulture
KM-03403,Banking
KM-03404,Revenue
KM-03406,Agriculture - KM
KM-03407,Agriculture - KM
KM-03408,Revenue
KM-03409,Agriculture - KM
KM-03410,Revenue
KM-03411,Marketing
KM-03412,Agriculture - KM
KM-03413,Revenue
KM-03414,Agriculture - KM
KM-03415,Agriculture - KM
KM-03416,Agriculture - KM
KM-03417,Marketing
KM-03418,Forest
KM-03419,Revenue
KM-03420,Revenue
KM-03422,ITDA Department
KM-03423,Revenue
KM-03424,Marketing
KM-03426,Revenue
KM-03427,Agriculture - KM
KM-03430,Electricity
KM-03431,Marketing
KM-03432,Revenue
KM-03433,Revenue
KM-03434,Banking
KM-03435,Revenue
KM-03436,Electricity
KM-03438,BC Corporation
KM-03439,Agriculture - KM
KM-03440,Revenue
KM-03441,Agriculture - KM
KM-03444,Revenue
KM-03445,Agriculture - KM
KM-03447,Revenue
KM-03448,Marketing
KM-03449,Revenue
KM-03450,Revenue
KM-03451,Revenue
